frame,track_id,y,x,area,mean_intensity,zone
201,27,977.73232709209,89.50363011081392,5234,0.007415771484375,27
201,28,543.3966733264328,526.322340707219,41543,0.0075454711914062,11
202,28,529.1634703755898,538.7729305802341,16321,0.0068130493164062,11
203,30,90.45777518928364,25.19365171811299,3434,0.0071945190429687,16
205,32,72.71546857357923,259.6042529168235,5314,0.0068016052246093,9
206,32,59.11420591787439,287.3580917874396,13248,0.0069580078125,9
209,34,517.7058885494575,51.47561361002844,9493,0.0069618225097656,4
210,34,490.6289070920457,63.37949989221815,9278,0.0068397521972656,4
211,34,490.8594006568144,32.85365353037767,4872,0.007049560546875,4
212,34,422.7528446185413,103.99235217310203,5361,0.0070610046386718,4
230,38,580.460625574977,206.3921803127875,10870,0.0067367553710937,21
231,38,565.9857529587339,218.49623433866657,57626,0.0073432922363281,21
233,38,569.1443469505178,217.41362197928652,13904,0.0066337585449218,21
234,38,602.734880276475,215.2176005924463,8102,0.0066947937011718,21
236,38,578.5174330946098,197.51512438748583,21224,0.0067253112792968,21
239,38,558.9112349914237,194.5835334476844,11660,0.0067405700683593,21
268,46,505.2780716723549,56.8570819112628,11720,0.0069694519042968,4
269,46,487.88668571933647,72.3419463186117,33941,0.0080337524414062,4
270,46,489.8490133407449,55.92398554752641,14392,0.0070457458496093,4
272,46,407.0983952702703,102.97874436936937,7104,0.0072174072265625,4
278,47,896.4632344033919,165.1412477286493,41275,0.0074882507324218,20
279,47,872.4509531646438,170.61074538846603,58332,0.0083847045898437,20
280,47,872.8920642418517,170.14363879703984,25404,0.0071830749511718,20
284,48,24.482230192370395,375.0104336485165,3067,0.0071182250976562,28
321,52,612.612426035503,135.39197896120973,15210,0.0068702697753906,1
322,52,561.3561233189406,127.80512087126316,36361,0.0071830749511718,1
323,52,574.3149667839,140.9914028917546,5118,0.0067863464355468,1
325,53,59.38329164582292,294.75877938969484,9995,0.0068321228027343,6
347,56,992.8118952760389,148.75526465566307,3514,0.009063720703125,5
348,57,609.9210941987363,150.3071510626077,13928,0.0067481994628906,1
349,57,606.0734250022468,143.50139300799856,11127,0.0066375732421875,1
356,58,166.46608315098467,12.14907002188184,3656,0.0076751708984375,29
357,60,73.63472762645914,232.1031128404669,4112,0.0070114135742187,9
358,60,56.30931458699473,279.2548330404218,3414,0.0068283081054687,9
403,67,643.4990497484629,178.00927892677473,8945,0.0067138671875,30
404,67,617.8455317428225,175.30145572179538,64298,0.0083389282226562,30
404,71,869.605786163522,385.211320754717,3975,0.0071144104003906,31
405,67,580.1201091015358,185.71198493359745,30797,0.006866455078125,30
418,72,591.9104237669603,35.51649411613401,15551,0.0084075927734375,22
419,72,583.4480085538626,28.359796845763164,11223,0.0076789855957031,22
420,72,592.3851026095768,23.71649353939701,3947,0.006927490234375,22
427,73,606.7683284457478,19.794302471721828,7161,0.0072708129882812,23
433,77,464.98856293419897,71.50875223735704,32963,0.008758544921875,32
434,77,454.0459552119046,84.5783791669706,13709,0.0069160461425781,32
436,77,761.2176492326844,82.16425806702586,51413,0.0087814331054687,32
437,77,779.616341970872,80.05091734442973,26435,0.007537841796875,32
438,77,814.4559598494354,75.14801338352154,23910,0.0075912475585937,32
439,77,809.6370279314348,80.43761524277812,29286,0.0077171325683593,32
440,77,800.5978811482107,71.9729015741598,36718,0.0074806213378906,32
441,77,811.0397190257274,78.15984694897347,35021,0.0072441101074218,32
442,77,787.8354495187385,81.1239248412861,39064,0.0075759887695312,32
443,77,807.2550521270814,77.38233114284303,20239,0.0069465637207031,32
444,77,813.3773773108126,60.17821518818992,15038,0.0070838928222656,32
445,77,783.0317571555031,64.33472263204484,27112,0.0070991516113281,32
446,77,797.0705336110068,74.62353623980061,29291,0.00738525390625,32
447,77,789.8936608271628,74.67895972548311,27685,0.0074424743652343,32
448,77,784.9608130221342,54.93954009129274,23222,0.0073585510253906,32
449,77,778.3762840331106,65.33958312556099,10027,0.0068283081054687,32
450,77,786.7477437226343,66.34652846036994,11191,0.0071525573730468,32
451,77,801.895415282392,82.36837209302325,7525,0.0067253112792968,32
452,77,812.2586311326469,69.709872804361,3302,0.0065345764160156,32
466,81,577.8737787628686,133.6704482487095,34289,0.0073661804199218,1
467,81,605.86828340466,143.90125217942622,6309,0.0070381164550781,1
485,84,830.3740239458615,48.04867256637168,3842,0.0072250366210937,33
486,84,794.1536392468586,58.78068168132,24909,0.0071258544921875,33
490,85,521.9519547809704,75.11705134243995,4246,0.0066986083984375,3
491,85,477.859013116802,73.00089943785134,40025,0.0090484619140625,3
492,85,494.43678584592703,68.01713969775156,27130,0.0068244934082031,3
493,85,507.68929654773945,62.07236747074968,6923,0.0068778991699218,3
506,87,788.9093766369828,481.9510214772132,3818,0.0066947937011718,14
508,87,659.6187598406965,523.1893350004631,43188,0.0078964233398437,14
509,87,622.2716799400994,521.1892655367232,58764,0.0086135864257812,14
510,87,618.8552173191772,533.1624502322495,24112,0.0074195861816406,14
511,87,616.9392770105605,537.3468724614135,4924,0.0067291259765625,14
518,92,559.9644988066826,549.965692124105,6704,0.006683349609375,12
523,93,714.2008393062725,488.3354439781632,53854,0.008087158203125,34
524,93,714.4301993296878,499.251049567825,28345,0.0070648193359375,34
548,94,485.038286580743,73.2028863857901,36932,0.0084381103515625,4
549,94,485.9662023204377,66.33863645182569,25771,0.0071487426757812,4
550,94,462.81423432682425,38.05344295991778,3892,0.0071525573730468,4
587,104,903.0631011583932,168.97319913046067,33581,0.00701904296875,20
588,104,879.3821247665046,159.2588559985191,59423,0.0087661743164062,20
589,104,895.7015066985464,173.35595278758208,26349,0.0073928833007812,20
590,104,893.2669908670383,193.40671331989088,8431,0.0066642761230468,20
600,107,535.7131333358521,523.9262666717044,52934,0.0082778930664062,11
601,107,541.0049017939205,531.3773360111652,29377,0.0072059631347656,11
602,107,537.2691166400365,544.7138781100206,8762,0.0065650939941406,11
606,108,93.5130648632032,256.60467260989856,3253,0.0064315795898437,8
620,112,542.314035818409,186.29210051367485,7203,0.0067176818847656,21
621,112,584.976542921108,179.02329000568048,29927,0.0070457458496093,21
622,112,604.6888257717318,174.43711787129084,66895,0.0085372924804687,21
623,112,581.420644550324,194.63377822497117,33791,0.00677490234375,21
624,112,580.9991652754591,203.76460767946577,4792,0.0066261291503906,21
640,116,550.0589859493642,524.9705181589436,44909,0.0071258544921875,11
641,116,537.771082042164,530.487172974346,15748,0.0067062377929687,11
654,117,249.28372842725585,142.65610915474883,97403,0.0075302124023437,2
655,117,215.94407280810285,132.7480235703651,47687,0.0070457458496093,2
656,117,389.6982313802702,87.64286441713627,58916,0.0084686279296875,2
657,117,454.5266364225535,67.20622164614387,30860,0.0074043273925781,2
658,117,509.30078654732847,45.45985896392731,7374,0.0071296691894531,2
680,119,85.08618181818181,245.25418181818185,5500,0.0070457458496093,8
691,123,644.0483980913428,41.54192229038855,26406,0.0083770751953125,35
692,123,674.8214613736095,32.98316154709664,19598,0.0081253051757812,35
693,123,697.4158544509422,17.92949967511371,3078,0.007293701171875,35
720,128,557.1527352104602,528.7373933367143,45353,0.0076904296875,11
721,128,521.5706436771341,531.0240318041721,22387,0.0065765380859375,11
722,128,508.8957928802589,530.0770226537217,3090,0.0067291259765625,11
724,129,13.438431134083308,77.17148069321982,3289,0.00775146484375,36
783,136,884.1013373336312,163.9805942995755,62662,0.0086746215820312,20
784,136,885.9289667086347,160.6451556232249,34153,0.0069503784179687,20
785,136,871.7365837696335,187.4553337696335,6112,0.0067481994628906,20
800,139,553.6821124650137,532.1636651494161,35371,0.0074501037597656,11
801,139,540.6362771434967,539.6108685918962,17868,0.006744384765625,11
810,141,599.9559304129667,144.10005611857525,30293,0.0072860717773437,1
811,141,586.984818398894,131.60774161115998,39785,0.0073814392089843,1
812,141,592.0017188459177,141.83192142418662,8145,0.0064811706542968,1
819,142,292.8630879329306,192.72276501809023,62741,0.00762939453125,18
820,142,280.8147510050045,196.8599392895233,60945,0.0075187683105468,18
821,142,285.51786245021697,209.43494026035785,16823,0.00677490234375,18
825,142,320.7877376211586,235.70087910436547,26618,0.0069808959960937,18
826,142,310.70161536117035,211.69560278185696,36091,0.0072517395019531,18
827,142,302.6100690328429,213.78209329893312,43023,0.0076980590820312,18
828,142,306.455448120366,222.00789142782813,23063,0.0069808959960937,18
829,142,295.1828413284133,222.17324723247236,5420,0.0066947937011718,18
837,146,323.7963674064972,230.9101067506336,26042,0.0072708129882812,19
838,146,310.6603058258562,227.2118033615569,7913,0.0066680908203125,19
840,148,549.8871443704601,528.8523759079903,26432,0.0070266723632812,11
841,148,531.7301128543903,522.6230388109001,7266,0.0065803527832031,11
846,151,470.36544685088376,76.88487815672282,36153,0.0089797973632812,17
847,151,465.6547260551036,67.36149939323116,22249,0.0073890686035156,17
848,151,355.0903881628008,181.8401821107579,25479,0.006744384765625,17
849,151,287.6718440185063,236.08922670191672,3026,0.0069580078125,17
880,157,513.7346609001473,526.5630435815788,21041,0.0070571899414062,11
881,157,523.7127536710113,529.0014849034812,6061,0.006622314453125,11
884,158,318.25454545454545,76.65040276179516,8690,0.0070610046386718,10
885,158,299.36232813564754,63.145468392993145,24947,0.00775146484375,10
886,158,287.1178222429037,72.81451838064216,10745,0.0069961547851562,10
895,159,87.1229178107267,38.79791323448654,10926,0.0082015991210937,16
896,159,74.89947916666667,26.969270833333333,5760,0.0075912475585937,16
906,160,478.3358254813601,69.50517206063088,19528,0.0072097778320312,4
907,160,479.0533245796404,68.04923952292373,27417,0.0071983337402343,4
908,160,467.2953511146956,63.56754421337634,17359,0.0062065124511718,4
909,160,441.4402115453568,91.7879168160631,11156,0.0069427490234375,4
920,164,467.22495617330327,534.3392186326071,15972,0.0073585510253906,37
920,165,652.9820135200387,536.851762433607,8284,0.0068817138671875,14
943,169,983.3927742790852,147.15909844216108,3017,0.0069656372070312,5
952,170,64.38326238856317,115.10971006344872,12451,0.0071182250976562,15
957,172,981.7239684996972,366.9415090529717,14857,0.007904052734375,38
958,172,980.7059144180976,365.3733987462524,3669,0.0069313049316406,38
971,175,965.2075392670156,401.0655497382199,9550,0.0070686340332031,39
1024,180,650.0261271960359,534.0295261886237,24419,0.0077018737792968,13
1025,180,612.966594057384,530.9179231476124,58762,0.0089797973632812,13
1026,180,611.1002224169306,531.0355867089035,29674,0.0079727172851562,13
1027,180,612.6831506500127,534.0215821225253,11769,0.0067901611328125,13
1070,182,609.7276056676272,135.9179274735831,16656,0.0068550109863281,1
1071,182,583.4265442216584,126.9635134831713,44537,0.0074996948242187,1
1072,182,584.1155613350672,135.8506285218899,11535,0.0070152282714843,1
1075,186,552.3321840447034,537.8515039828795,8411,0.0070953369140625,11
1076,186,558.2200785994999,536.4446230796713,5598,0.0066604614257812,11
1085,187,316.09138330757344,71.0764586553323,20704,0.0077095031738281,10
1086,187,290.42700761139145,74.59770803044556,11693,0.0071601867675781,10
1089,188,75.91116633017549,399.4457213853083,6439,0.0067520141601562,7
1090,188,39.887623549634725,289.74344649763646,4654,0.0070610046386718,7
1091,188,59.56564934600815,302.5334143377886,27982,0.0070457458496093,7
1091,189,494.38495196423474,53.1386854370779,10513,0.0070381164550781,4
1092,188,57.18296429706537,305.30373980294524,9439,0.00689697265625,7
1092,189,480.15934510593263,74.7886742337781,48191,0.0092849731445312,4
1093,189,492.0602829162133,62.83409503083061,27570,0.0076408386230468,4
1106,192,585.5209802967648,136.34395524203356,16444,0.0070724487304687,1
1112,195,516.3406289842754,60.26896515087123,18824,0.0067977905273437,3
1113,195,500.3318447634237,72.39968102073365,9405,0.0069618225097656,3
1119,196,329.22192776557887,480.00995684106914,26414,0.00701904296875,40
1120,196,254.79552469135805,469.28472222222223,3888,0.0068473815917968,40
1152,197,989.7866222760292,142.01573849878935,3304,0.0072555541992187,5
1167,198,487.13565065591865,70.44920801992144,38953,0.0083160400390625,3
1168,198,506.9419365045881,68.7619449425166,18962,0.0069656372070312,3
1179,199,285.6615345463799,92.401832294185,7859,0.0070991516113281,2
1180,199,303.30867994156995,72.80003075267163,13007,0.0073280334472656,2
1183,199,487.8396965865993,69.77537294563844,19775,0.0070419311523437,2
1184,199,435.14677469616703,69.14178871922718,3209,0.0067405700683593,2
1192,201,601.43833655706,135.77593810444876,25850,0.0070571899414062,1
1193,201,603.3865378622623,135.07672172016206,16045,0.0068397521972656,1
